CIK,Date,filling type,Hedge,word found
1000180,2005-03-18,10-K,0,N/A
1000180,2004-03-12,10-K,0,N/A
1000180,2006-03-15,10-K,0,N/A
1000180,2008-02-25,10-K,0,N/A
1000180,2010-02-25,10-K,0,N/A
1000180,2011-02-23,10-K,0,N/A
1000180,2009-02-25,10-K,0,N/A
1000180,2012-02-23,10-K,0,N/A
1000180,2007-02-28,10-K,0,N/A
1000180,2013-02-19,10-K,0,N/A
1000180,2015-02-10,10-K,0,N/A
1000180,2014-02-21,10-K,0,N/A
1000180,2004-05-06,10-Q,0,N/A
1000180,2004-11-05,10-Q,1,interestrateswap
1000180,2005-05-13,10-Q,0,N/A
1000180,2016-02-12,10-K,0,N/A
1000180,2005-08-12,10-Q,0,N/A
1000180,2007-08-07,10-Q,0,N/A
1000180,2007-05-09,10-Q,0,N/A
1000180,2006-11-08,10-Q,1,interestrateswap
1000180,2005-11-09,10-Q,0,N/A
1000180,2008-11-07,10-Q,0,N/A
1000180,2006-05-08,10-Q,0,N/A
1000180,2008-08-06,10-Q,0,N/A
1000180,2007-11-08,10-Q,0,N/A
1000180,2004-08-06,10-Q,0,N/A
1000180,2009-05-07,10-Q,0,N/A
1000180,2009-08-06,10-Q,0,N/A
1000180,2011-11-09,10-Q,0,N/A
1000180,2009-11-06,10-Q,0,N/A
1000180,2010-11-12,10-Q,1,interestrateswap
1000180,2008-05-08,10-Q,0,N/A
1000180,2011-05-11,10-Q,0,N/A
1000180,2012-08-06,10-Q,0,N/A
1000180,2006-08-10,10-Q,0,N/A
1000180,2010-05-12,10-Q,0,N/A
1000180,2010-08-12,10-Q,0,N/A
1000180,2012-11-05,10-Q,0,N/A
1000180,2011-08-10,10-Q,0,N/A
1000180,2012-05-08,10-Q,0,N/A
1000180,2015-04-30,10-Q,0,N/A
1000180,2013-10-22,10-Q,0,N/A
1000180,2015-10-30,10-Q,0,N/A
1000180,2015-07-31,10-Q,0,N/A
1000228,2007-02-28,10-K,1,interestrateswap
1000180,2013-05-03,10-Q,0,N/A
1000228,2004-03-09,10-K,1,interestrateswap
1000180,2014-07-31,10-Q,0,N/A
1000180,2013-07-30,10-Q,0,N/A
1000228,2012-02-15,10-K,1,interestratehedge
1000180,2014-05-01,10-Q,0,N/A
1000180,2016-05-02,10-Q,0,N/A
1000180,2014-11-03,10-Q,0,N/A
1000228,2009-02-24,10-K,1,interestrateswap
1000228,2006-03-10,10-K,1,interestrateswap
1000228,2016-02-10,10-K,0,N/A
1000228,2014-02-11,10-K,0,N/A
1000228,2018-02-21,10-K,0,N/A
1000228,2010-02-23,10-K,1,interestrateswap
1000228,2017-02-21,10-K,0,N/A
1000228,2004-05-04,10-Q,1,interestrateswap
1000228,2011-02-22,10-K,1,interestratehedge
1000228,2005-03-04,10-K,1,interestrateswap
1000228,2015-02-11,10-K,0,N/A
1000228,2006-11-08,10-Q,0,N/A
1000228,2006-08-08,10-Q,0,N/A
1000228,2005-11-01,10-Q,1,interestrateswap
1000228,2005-05-03,10-Q,1,interestrateswap
1000228,2020-02-20,10-K,0,N/A
1000228,2022-02-15,10-K,0,N/A
1000228,2007-11-06,10-Q,0,N/A
1000228,2008-11-05,10-Q,1,interestrateswap
1000228,2021-02-17,10-K,0,N/A
1000228,2007-08-08,10-Q,0,N/A
1000228,2008-02-26,10-K,1,interestrateswap
1000228,2007-05-09,10-Q,0,N/A
1000228,2013-02-13,10-K,0,N/A
1000228,2008-08-05,10-Q,1,interestrateswap
1000228,2009-08-04,10-Q,1,interestrateswap
1000228,2009-11-04,10-Q,1,interestrateswap
1000228,2004-08-03,10-Q,1,interestrateswap
1000228,2019-02-20,10-K,1,interestratecap
1000228,2014-08-04,10-Q,0,N/A
1000228,2004-11-02,10-Q,1,interestrateswap
1000228,2010-05-04,10-Q,1,interestrateswap
1000228,2006-05-09,10-Q,0,N/A
1000228,2010-10-29,10-Q,1,interestrateswap
1000228,2011-11-01,10-Q,1,interestratederivative
1000228,2008-05-07,10-Q,1,interestrateswap
1000228,2009-05-04,10-Q,1,interestrateswap
1000228,2005-08-04,10-Q,1,interestrateswap
1000228,2012-05-08,10-Q,1,interestratederivative
1000228,2011-08-02,10-Q,1,interestratederivative
1000228,2018-05-08,10-Q,0,N/A
1000228,2010-08-02,10-Q,1,interestrateswap
1000228,2016-11-02,10-Q,0,N/A
1000228,2011-05-03,10-Q,1,interestratederivative
1000228,2012-11-07,10-Q,1,interestratederivative
1000228,2015-11-04,10-Q,0,N/A
1000228,2014-11-06,10-Q,0,N/A
1000228,2015-05-04,10-Q,0,N/A
1000228,2020-05-05,10-Q,0,N/A
1000228,2016-08-04,10-Q,0,N/A
1000228,2012-08-02,10-Q,1,interestratederivative
1000228,2016-05-03,10-Q,0,N/A
1000228,2013-08-06,10-Q,0,N/A
1000228,2013-05-07,10-Q,0,N/A
1000228,2021-08-03,10-Q,0,N/A
1000228,2017-05-09,10-Q,0,N/A
1000228,2017-08-08,10-Q,0,N/A
1000228,2020-08-04,10-Q,0,N/A
1000228,2015-07-29,10-Q,0,N/A
1000228,2022-11-01,10-Q,0,N/A
1000228,2018-08-06,10-Q,0,N/A
1000697,2008-02-29,10-K,1,interestrateswap
1000228,2013-11-05,10-Q,0,N/A
1000228,2018-11-06,10-Q,1,interestratecap
1000697,2012-02-24,10-K,1,interestrateswap
1000228,2019-08-06,10-Q,1,interestrateprotection
1000228,2019-11-05,10-Q,0,N/A
1000697,2006-03-06,10-K,1,interestratehedging
1000228,2022-08-02,10-Q,0,N/A
1000228,2020-11-02,10-Q,0,N/A
1000228,2017-11-06,10-Q,0,N/A
1000697,2010-02-26,10-K,1,interestrateswap
1000228,2014-05-06,10-Q,0,N/A
1000697,2011-02-25,10-K,1,interestrateswap
1000697,2022-02-24,10-K,0,N/A
1000697,2005-03-15,10-K,1,interestratehedging
1000228,2022-05-03,10-Q,0,N/A
1000697,2014-02-27,10-K,0,N/A
1000697,2005-08-05,10-Q,1,interestrateswap
1000697,2016-02-26,10-K,0,N/A
1000697,2017-02-24,10-K,0,N/A
1000228,2021-05-04,10-Q,0,N/A
1000697,2008-08-01,10-Q,1,interestrateswap
1000697,2004-05-10,10-Q,1,interestrateswap
1000697,2007-08-03,10-Q,1,interestrateswap
1000697,2013-02-26,10-K,1,interestrateswap
1000697,2018-02-27,10-K,1,interestrateprotection
1000697,2007-05-04,10-Q,1,interestrateswap
1000697,2009-11-06,10-Q,1,interestrateswap
1000697,2004-03-12,10-K,1,interestratehedging
1000228,2019-05-07,10-Q,0,N/A
1000697,2004-11-10,10-Q,1,interestrateswap
1000697,2009-02-27,10-K,1,interestrateswap
1000697,2006-11-03,10-Q,1,interestrateswap
1000228,2021-11-02,10-Q,0,N/A
1000697,2012-11-02,10-Q,0,N/A
1000697,2007-03-01,10-K,1,interestratehedging
1000697,2006-05-05,10-Q,1,interestrateswap
1000697,2013-05-03,10-Q,0,N/A
1000697,2013-11-01,10-Q,0,N/A
1000697,2011-05-06,10-Q,1,interestrateprotection
1000697,2019-02-26,10-K,0,N/A
1000697,2005-05-06,10-Q,1,interestrateswap
1000697,2009-08-07,10-Q,1,interestrateswap
1000697,2008-05-02,10-Q,1,interestratehedging
1000697,2008-10-31,10-Q,1,interestrateswap
1000697,2007-11-02,10-Q,1,interestrateswap
1000697,2012-05-04,10-Q,0,N/A
1000697,2010-11-05,10-Q,1,interestrateswap
1000697,2011-08-05,10-Q,1,interestratehedging
1000697,2011-11-04,10-Q,0,N/A
1000697,2015-02-27,10-K,0,N/A
1000697,2010-05-07,10-Q,1,interestrateswap
1000697,2016-11-04,10-Q,0,N/A
1000697,2010-08-06,10-Q,1,interestrateswap
1000697,2019-07-31,10-Q,0,N/A
1000697,2021-02-24,10-K,0,N/A
1000697,2013-08-01,10-Q,1,interestrateprotection
1000697,2018-11-02,10-Q,0,N/A
1000697,2017-11-03,10-Q,0,N/A
1000697,2015-11-06,10-Q,0,N/A
1000697,2009-05-08,10-Q,1,interestrateswap
1000697,2012-08-03,10-Q,0,N/A
1000697,2006-08-04,10-Q,1,interestrateswap
1000697,2014-05-02,10-Q,0,N/A
1000697,2018-08-03,10-Q,0,N/A
1000697,2022-05-05,10-Q,0,N/A
1000697,2016-05-06,10-Q,0,N/A
1000697,2020-02-25,10-K,0,N/A
1000697,2021-11-04,10-Q,0,N/A
1000697,2005-11-04,10-Q,1,interestrateswap
1000697,2014-10-31,10-Q,0,N/A
1000697,2018-05-04,10-Q,0,N/A
1000697,2017-05-05,10-Q,0,N/A
1000697,2020-07-29,10-Q,0,N/A
1000697,2019-10-30,10-Q,0,N/A
1000697,2017-08-04,10-Q,0,N/A
1000736,2004-08-09,10-Q,0,N/A
1000697,2020-04-29,10-Q,0,N/A
1000736,2005-03-03,10-K,0,N/A
1000736,2004-05-10,10-Q,0,N/A
1000697,2014-08-01,10-Q,1,interestrateprotection
1000736,2005-05-10,10-Q,0,N/A
1000697,2022-08-04,10-Q,0,N/A
1000736,2004-11-09,10-Q,0,N/A
1000697,2021-05-06,10-Q,0,N/A
1000736,2006-05-09,10-Q,0,N/A
1000736,2005-08-09,10-Q,0,N/A
1000697,2021-08-05,10-Q,0,N/A
1000736,2005-11-09,10-Q,0,N/A
1000697,2004-08-11,10-Q,1,interestratehedging
1000697,2015-05-08,10-Q,1,interestrateprotection
1001082,2005-03-16,10-K,0,N/A
1000736,2007-02-27,10-K,0,N/A
1000736,2006-08-09,10-Q,0,N/A
1000697,2020-10-28,10-Q,0,N/A
1000736,2006-03-02,10-K,1,interestratehedge
1000736,2006-11-09,10-Q,0,N/A
1000736,2004-03-09,10-K,0,N/A
1001082,2008-02-26,10-K,0,N/A
1000697,2019-05-03,10-Q,0,N/A
1000697,2022-11-03,10-Q,0,N/A
1000697,2016-08-05,10-Q,1,interestrateprotection
1001082,2004-08-09,10-Q,0,N/A
1001082,2005-08-09,10-Q,0,N/A
1001082,2004-03-26,10-K,0,N/A
1001082,2017-02-22,10-K,0,N/A
1001082,2010-03-01,10-K,0,N/A
1001082,2005-11-08,10-Q,0,N/A
1001082,2007-05-10,10-Q,0,N/A
1001082,2007-11-09,10-Q,0,N/A
1001082,2009-03-02,10-K,0,N/A
1001082,2016-02-18,10-K,0,N/A
1001082,2020-02-19,10-K,0,N/A
1001082,2007-03-01,10-K,0,N/A
1001082,2012-02-23,10-K,0,N/A
1001082,2008-05-12,10-Q,0,N/A
1001082,2004-05-06,10-Q,0,N/A
1001082,2018-02-21,10-K,0,N/A
1001082,2006-05-10,10-Q,0,N/A
1001082,2006-11-07,10-Q,0,N/A
1001082,2008-11-10,10-Q,0,N/A
1001082,2011-02-24,10-K,0,N/A
1001082,2006-03-15,10-K,0,N/A
1001082,2012-11-06,10-Q,0,N/A
1001082,2011-11-07,10-Q,0,N/A
1001082,2009-11-09,10-Q,0,N/A
1001082,2004-11-09,10-Q,0,N/A
1001082,2006-08-09,10-Q,0,N/A
1001082,2010-08-09,10-Q,0,N/A
1001082,2019-02-13,10-K,0,N/A
1001082,2012-08-08,10-Q,0,N/A
1001082,2010-11-05,10-Q,0,N/A
1001082,2014-11-04,10-Q,0,N/A
1001082,2021-02-22,10-K,0,N/A
1001082,2014-02-21,10-K,0,N/A
1001082,2016-11-09,10-Q,0,N/A
1001082,2009-05-11,10-Q,0,N/A
1001082,2009-08-10,10-Q,0,N/A
1001082,2007-08-09,10-Q,0,N/A
1001082,2011-05-02,10-Q,0,N/A
1001082,2013-05-09,10-Q,0,N/A
1001082,2022-02-24,10-K,0,N/A
1000697,2015-08-07,10-Q,0,N/A
1001082,2016-04-20,10-Q,0,N/A
1001082,2012-05-07,10-Q,0,N/A
1001082,2011-08-09,10-Q,0,N/A
1001082,2005-05-05,10-Q,0,N/A
1001082,2016-07-21,10-Q,0,N/A
1001082,2019-11-07,10-Q,0,N/A
1001082,2015-11-09,10-Q,0,N/A
1001082,2015-02-23,10-K,0,N/A
1001082,2013-11-12,10-Q,0,N/A
1001082,2014-05-08,10-Q,0,N/A
1001082,2017-08-03,10-Q,0,N/A
1001082,2010-05-10,10-Q,0,N/A
1001082,2021-04-29,10-Q,0,N/A
1001082,2018-08-03,10-Q,0,N/A
1001082,2013-08-06,10-Q,0,N/A
1001082,2014-08-06,10-Q,0,N/A
1001082,2008-08-04,10-Q,0,N/A
1001082,2017-11-09,10-Q,0,N/A
1001082,2015-08-05,10-Q,0,N/A
1001082,2021-08-09,10-Q,0,N/A
1001082,2019-07-29,10-Q,0,N/A
1001082,2018-11-07,10-Q,0,N/A
1001082,2020-05-07,10-Q,0,N/A
1001082,2015-05-11,10-Q,0,N/A
1001082,2020-11-06,10-Q,0,N/A
1001082,2018-05-08,10-Q,0,N/A
1001082,2019-05-03,10-Q,0,N/A
1001250,2013-08-23,10-K,1,interestratederivative
1001250,2008-08-21,10-K,1,interestratederivative
1001082,2013-02-20,10-K,0,N/A
1001250,2012-08-17,10-K,1,interestratederivative
1001082,2022-08-03,10-Q,0,N/A
1001082,2022-11-02,10-Q,0,N/A
1001250,2016-08-24,10-K,1,interestratehedging
1001250,2005-09-02,10-K,1,interestratederivative
1001250,2011-08-22,10-K,1,interestratederivative
1001250,2018-08-24,10-K,1,interestratehedging
1001082,2021-11-04,10-Q,0,N/A
1001250,2015-08-20,10-K,1,interestratehedging
1001250,2014-08-20,10-K,1,interestratehedging
1001250,2019-08-23,10-K,1,interestratehedging
1001082,2017-05-01,10-Q,0,N/A
1001250,2005-04-29,10-Q,1,interestratederivative
1001082,2022-05-06,10-Q,0,N/A
1001250,2004-09-03,10-K,1,interestratederivative
1001250,2005-01-27,10-Q,1,interestratederivative
1001250,2017-08-25,10-K,1,interestratehedging
1001250,2006-08-25,10-K,1,interestratederivative
1001250,2009-08-19,10-K,1,interestratederivative
1001250,2004-01-29,10-Q,1,interestratederivative
1001250,2022-08-24,10-K,1,interestratehedging
1001250,2004-11-09,10-Q,1,interestratederivative
1001250,2007-10-25,10-Q,1,interestratederivative
1001250,2021-08-27,10-K,1,interestratehedging
1001250,2006-01-26,10-Q,1,interestratederivative
1001250,2007-08-28,10-K,1,interestratederivative
1001250,2010-04-27,10-Q,1,interestratederivative
1001250,2005-10-27,10-Q,1,interestratederivative
1001250,2010-08-20,10-K,1,interestratederivative
1001250,2008-02-01,10-Q,1,interestratederivative
1001250,2009-02-05,10-Q,1,interestratederivative
1001082,2020-08-07,10-Q,0,N/A
1001250,2010-11-01,10-Q,1,interestratederivative
1001250,2006-10-26,10-Q,1,interestratederivative
1001250,2010-01-28,10-Q,1,interestratederivative
1001250,2008-05-06,10-Q,1,interestratederivative
1001250,2006-05-04,10-Q,1,interestratederivative
1001250,2008-10-28,10-Q,1,interestratederivative
1001250,2007-01-31,10-Q,1,interestratederivative
1001250,2012-11-02,10-Q,1,interestratederivative
1001250,2009-05-05,10-Q,1,interestratederivative
1001250,2015-02-05,10-Q,1,interestratederivative
1001250,2011-05-06,10-Q,1,interestratederivative
1001250,2004-04-29,10-Q,1,interestratederivative
1001250,2017-02-02,10-Q,1,interestratederivative
1001250,2020-08-28,10-K,1,interestratehedging
1001250,2017-11-01,10-Q,1,interestratederivative
1001250,2014-02-05,10-Q,1,interestratederivative
1001250,2009-10-30,10-Q,1,interestratederivative
1001250,2018-02-02,10-Q,1,interestratederivative
1001250,2016-05-03,10-Q,1,interestratederivative
1001250,2011-02-04,10-Q,1,interestratederivative
1001250,2012-02-06,10-Q,1,interestratederivative
1001250,2018-05-02,10-Q,1,interestratederivative
1001250,2007-05-03,10-Q,1,interestratederivative
1001250,2011-11-04,10-Q,1,interestratederivative
1001250,2017-05-03,10-Q,1,interestratederivative
1001250,2012-05-07,10-Q,1,interestratederivative
1001250,2015-05-05,10-Q,1,interestratederivative
1001250,2014-11-04,10-Q,1,interestratederivative
1001250,2021-05-03,10-Q,1,interestratederivative
1001250,2014-05-02,10-Q,1,interestratederivative
1001250,2018-10-31,10-Q,1,interestratederivative
1001250,2020-05-01,10-Q,1,interestratederivative
1001250,2019-05-01,10-Q,1,interestratederivative
1001250,2022-05-03,10-Q,1,interestratederivative
1001250,2016-02-05,10-Q,1,interestratederivative
1001288,2011-02-28,10-K,1,interestrateswap
1001250,2013-11-01,10-Q,1,interestratederivative
1001250,2022-11-02,10-Q,1,interestratederivative
1001250,2021-02-05,10-Q,1,interestratederivative
1001288,2004-03-12,10-K,1,interestrateswap
1001250,2021-11-02,10-Q,1,interestratederivative
1001250,2019-10-31,10-Q,1,interestratederivative
1001250,2013-02-06,10-Q,1,interestratederivative
1001288,2005-03-09,10-K,1,interestrateswap
1001250,2016-11-02,10-Q,1,interestratederivative
1001250,2015-11-02,10-Q,1,interestratederivative
1001250,2019-02-05,10-Q,1,interestratederivative
1001288,2007-02-28,10-K,1,interestrateswap
1001250,2020-02-06,10-Q,1,interestratederivative
1001288,2004-08-06,10-Q,1,interestrateswap
1001288,2016-02-29,10-K,1,interestrateswap
1001288,2006-03-08,10-K,1,interestrateswap
1001250,2020-11-02,10-Q,1,interestratederivative
1001288,2014-03-03,10-K,1,interestrateswap
1001250,2022-02-03,10-Q,1,interestratederivative
1001288,2008-05-06,10-Q,1,interestrateswap
1001288,2004-05-07,10-Q,1,interestrateswap
1001288,2010-05-07,10-Q,1,interestrateswap
1001288,2008-02-27,10-K,1,interestrateswap
1001250,2013-05-03,10-Q,1,interestratederivative
1001288,2004-11-05,10-Q,1,interestrateswap
1001288,2007-11-06,10-Q,1,interestrateswap
1001288,2009-02-27,10-K,1,interestrateswap
1001288,2005-11-01,10-Q,1,interestrateswap
1001288,2005-05-03,10-Q,1,interestrateswap
1001288,2005-08-02,10-Q,1,interestrateswap
1001288,2007-05-08,10-Q,1,interestrateswap
1001288,2015-03-02,10-K,1,interestrateswap
1001288,2008-08-05,10-Q,1,interestrateswap
1001288,2012-08-08,10-Q,1,interestrateswap
1001288,2011-11-08,10-Q,1,interestrateswap
1001288,2009-08-03,10-Q,1,interestrateswap
1001288,2010-08-06,10-Q,1,interestrateswap
1001288,2010-11-03,10-Q,1,interestratehedge
1001288,2006-05-08,10-Q,1,interestrateswap
1001288,2014-05-02,10-Q,1,interestrateswap
1001288,2014-10-31,10-Q,1,interestrateswap
1001288,2009-05-05,10-Q,1,interestrateswap
1001288,2008-11-04,10-Q,1,interestrateswap
1001288,2007-08-07,10-Q,1,interestrateswap
1001288,2013-02-26,10-K,1,interestrateswap
1001288,2011-05-09,10-Q,1,interestrateswap
1001288,2012-02-28,10-K,1,interestrateswap
1001288,2014-08-01,10-Q,1,interestrateswap
1001288,2010-02-26,10-K,1,interestrateswap
1001288,2013-08-08,10-Q,1,interestrateswap
1001288,2016-11-04,10-Q,0,N/A
1001288,2016-04-29,10-Q,0,N/A
1001288,2016-08-05,10-Q,0,N/A
1001288,2015-07-31,10-Q,0,N/A
1001288,2009-11-03,10-Q,1,interestrateswap
1001288,2006-08-08,10-Q,1,interestrateswap
1001288,2015-11-09,10-Q,0,N/A
1001288,2015-04-30,10-Q,0,N/A
1002047,2012-06-19,10-K,0,N/A
1001288,2012-05-09,10-Q,1,interestrateswap
1001288,2012-11-07,10-Q,1,interestrateswap
1002047,2014-06-17,10-K,0,N/A
1001288,2013-11-07,10-Q,1,interestratehedge
1002047,2013-06-17,10-K,0,N/A
1002047,2009-06-17,10-K,1,hedgeagainstinterestrate
1001288,2011-08-08,10-Q,1,interestrateswap
1002047,2006-07-12,10-K,1,hedgeagainstinterestrate
1001288,2006-11-07,10-Q,1,interestrateswap
1002047,2010-06-18,10-K,0,N/A
1002047,2015-06-12,10-K,0,N/A
1002047,2004-08-31,10-Q,0,N/A
1002047,2016-06-22,10-K,0,N/A
1002047,2017-06-20,10-K,0,N/A
1002047,2021-06-21,10-K,0,N/A
1002047,2005-03-02,10-Q,0,N/A
1001288,2013-05-09,10-Q,1,interestrateswap
1002047,2007-06-26,10-K,1,hedgeagainstinterestrate
1002047,2011-06-23,10-K,0,N/A
1002047,2004-03-02,10-Q,0,N/A
1002047,2006-12-06,10-Q,1,hedgeagainstinterestrate
1002047,2022-06-16,10-K,0,N/A
1002047,2005-07-08,10-K,0,N/A
1002047,2005-12-06,10-Q,0,N/A
1002047,2004-06-29,10-K,0,N/A
1002047,2005-09-02,10-Q,0,N/A
1002047,2009-12-02,10-Q,0,N/A
1002047,2019-06-18,10-K,0,N/A
1002047,2020-06-15,10-K,0,N/A
1002047,2006-09-06,10-Q,1,hedgeagainstinterestrate
1002047,2018-06-19,10-K,0,N/A
1002047,2004-12-08,10-Q,0,N/A
1002047,2011-03-04,10-Q,0,N/A
1002047,2009-03-02,10-Q,1,hedgeagainstinterestrate
1002047,2006-03-07,10-Q,1,interestrateswap
1002047,2008-09-03,10-Q,1,hedgeagainstinterestrate
1002047,2007-09-05,10-Q,1,hedgeagainstinterestrate
1002047,2008-03-05,10-Q,1,hedgeagainstinterestrate
1002047,2011-12-05,10-Q,0,N/A
1002047,2011-09-01,10-Q,0,N/A
1002047,2008-12-03,10-Q,1,hedgeagainstinterestrate
1002047,2013-02-28,10-Q,0,N/A
1002047,2007-03-07,10-Q,1,hedgeagainstinterestrate
1002047,2007-12-04,10-Q,1,hedgeagainstinterestrate
1002047,2009-09-04,10-Q,0,N/A
1002047,2012-08-30,10-Q,0,N/A
1002047,2010-08-27,10-Q,0,N/A
1002047,2012-03-05,10-Q,0,N/A
1002047,2014-08-28,10-Q,0,N/A
1002047,2010-03-01,10-Q,0,N/A
1002047,2016-12-02,10-Q,0,N/A
1002047,2015-12-02,10-Q,0,N/A
1002047,2017-08-29,10-Q,0,N/A
1002047,2016-09-02,10-Q,0,N/A
1002047,2013-08-29,10-Q,0,N/A
1002047,2008-06-24,10-K,1,hedgeagainstinterestrate
1002047,2020-12-03,10-Q,0,N/A
1002047,2019-02-19,10-Q,0,N/A
1002047,2015-09-08,10-Q,0,N/A
1002047,2017-02-28,10-Q,0,N/A
1002047,2018-02-22,10-Q,0,N/A
1002047,2010-12-06,10-Q,0,N/A
1002047,2014-02-26,10-Q,0,N/A
1002047,2016-03-07,10-Q,0,N/A
1002047,2018-11-19,10-Q,0,N/A
1002047,2014-11-25,10-Q,0,N/A
1002047,2020-02-18,10-Q,0,N/A
1002047,2022-08-30,10-Q,0,N/A
1002047,2012-11-30,10-Q,0,N/A
1002047,2013-11-26,10-Q,0,N/A
1002047,2022-03-02,10-Q,0,N/A
1002047,2020-08-28,10-Q,0,N/A
1002047,2015-02-25,10-Q,0,N/A
1002910,2007-03-01,10-K,1,interestrateswap
1002047,2018-08-21,10-Q,0,N/A
1002047,2021-12-02,10-Q,0,N/A
1002047,2019-11-18,10-Q,0,N/A
1002047,2019-08-19,10-Q,0,N/A
1002910,2010-02-26,10-K,1,interestratehedge
1002910,2006-03-07,10-K,1,interestrateswap
1002047,2021-09-02,10-Q,0,N/A
1002047,2022-12-01,10-Q,0,N/A
1002910,2012-02-28,10-K,1,interestratederivative
1002910,2014-03-03,10-K,0,N/A
1002910,2016-02-26,10-K,0,N/A
1002910,2013-03-01,10-K,1,interestratederivative
1002910,2004-11-09,10-Q,1,interestrateswap
1002910,2011-02-24,10-K,1,interestratederivative
1002910,2004-03-09,10-K,1,interestrateswap
1002910,2018-02-28,10-K,0,N/A
1002910,2004-08-09,10-Q,1,interestrateswap
1002910,2005-03-09,10-K,1,interestrateswap
1002910,2006-11-09,10-Q,1,interestrateswap
1002910,2006-08-09,10-Q,1,interestrateswap
1002910,2008-05-08,10-Q,1,interestrateswap
1002910,2004-05-10,10-Q,1,interestrateswap
1002910,2015-03-02,10-K,0,N/A
1002047,2017-11-29,10-Q,0,N/A
1002910,2017-02-28,10-K,0,N/A
1002910,2021-02-22,10-K,0,N/A
1002910,2007-05-10,10-Q,1,interestrateswap
1002910,2005-08-09,10-Q,1,interestrateswap
1002910,2005-05-10,10-Q,1,interestrateswap
1002047,2021-03-01,10-Q,0,N/A
1002910,2009-03-02,10-K,1,interestratehedge
1002910,2008-11-10,10-Q,1,interestrateswap
1002910,2020-02-28,10-K,0,N/A
1002910,2010-11-08,10-Q,1,interestratederivative
1002910,2007-08-09,10-Q,1,interestrateswap
1002910,2005-11-09,10-Q,1,interestrateswap
1002910,2007-11-09,10-Q,1,interestrateswap
1002910,2014-05-12,10-Q,0,N/A
1002910,2014-11-10,10-Q,0,N/A
1002910,2009-08-10,10-Q,1,interestrateswap
1002910,2010-05-10,10-Q,1,interestratederivative
1002910,2008-08-08,10-Q,1,interestrateswap
1002910,2008-02-29,10-K,1,interestrateswap
1002910,2012-05-10,10-Q,1,interestratederivative
1002910,2011-11-08,10-Q,1,interestratederivative
1002910,2009-05-08,10-Q,1,interestrateswap
1002910,2019-02-26,10-K,0,N/A
1002910,2016-05-10,10-Q,0,N/A
1002910,2017-05-05,10-Q,0,N/A
1002910,2015-05-11,10-Q,0,N/A
1002910,2013-05-10,10-Q,0,N/A
1002910,2015-08-06,10-Q,0,N/A
1002910,2018-08-08,10-Q,0,N/A
1002910,2013-08-09,10-Q,0,N/A
1002910,2015-11-06,10-Q,0,N/A
1002910,2011-08-09,10-Q,1,interestratederivative
1002910,2018-05-09,10-Q,0,N/A
1002910,2017-11-03,10-Q,0,N/A
1002910,2006-05-10,10-Q,1,interestrateswap
1002910,2014-08-11,10-Q,0,N/A
1002910,2013-11-08,10-Q,0,N/A
1002910,2018-11-02,10-Q,0,N/A
1002910,2009-11-09,10-Q,1,interestrateswap
1002910,2012-11-09,10-Q,1,interestratederivative
1002910,2010-08-09,10-Q,1,interestratederivative
1002910,2019-08-02,10-Q,0,N/A
1002910,2019-11-08,10-Q,0,N/A
1002910,2016-11-04,10-Q,0,N/A
1002910,2022-02-23,10-K,1,interestratederivative
1002910,2012-08-08,10-Q,1,interestratederivative
1002910,2021-11-04,10-Q,0,N/A
1002910,2011-05-10,10-Q,1,interestratederivative
1004155,2010-02-04,10-K,1,interestrateswap
1002910,2021-05-10,10-Q,0,N/A
1002910,2020-05-11,10-Q,0,N/A
1002910,2022-11-04,10-Q,0,N/A
1002910,2016-08-05,10-Q,0,N/A
1002910,2020-08-07,10-Q,0,N/A
1002910,2021-08-06,10-Q,0,N/A
1004155,2007-02-07,10-K,1,interestrateswap
1004155,2006-02-10,10-K,1,interestrateswap
1002910,2017-08-04,10-Q,0,N/A
1004155,2013-02-06,10-K,1,interestratederivative
1004155,2014-02-06,10-K,1,interestratederivative
1004155,2004-02-06,10-K,1,interestratehedge
1002910,2019-05-10,10-Q,0,N/A
1004155,2005-10-27,10-Q,1,interestrateswap
1002910,2020-11-05,10-Q,0,N/A
1004155,2008-02-07,10-K,1,hedginginterestrate
1004155,2016-02-11,10-K,1,interestrateswap
1004155,2011-02-09,10-K,1,interestrateswap
1004155,2005-05-05,10-Q,1,interestrateswap
1004155,2015-02-12,10-K,1,interestrateswap
1004155,2012-02-22,10-K,1,interestratederivative
1004155,2006-08-02,10-Q,1,interestrateswap
1004155,2005-02-15,10-K,1,interestrateswap
1004155,2020-02-20,10-K,1,hedgesinterestrate
1004155,2008-05-01,10-Q,1,interestrateswap
1004155,2006-05-03,10-Q,1,interestrateswap
1004155,2007-11-01,10-Q,1,interestrateswap
1002910,2022-05-06,10-Q,0,N/A
1004155,2004-07-29,10-Q,1,interestrateswap
1004155,2009-10-29,10-Q,0,N/A
1004155,2007-05-02,10-Q,1,interestrateswap
1004155,2010-04-27,10-Q,0,N/A
1004155,2004-10-27,10-Q,1,interestrateswap
1004155,2004-04-28,10-Q,1,interestrateswap
1004155,2008-07-31,10-Q,1,interestrateswap
1004155,2008-10-30,10-Q,1,interestrateswap
1004155,2010-07-29,10-Q,1,interestrateswap
1004155,2022-02-17,10-K,1,interestratederivative
1004155,2011-08-03,10-Q,1,interestrateswap
